Label,Body
Network, "Your Airtel Happy Hours (3AM-5AM) usage is 5.7 MB,3G data. FREE 3G Cashback of 2.85 MB for 10 days credited to your account. For balance,dial *121*2."
Network, "Your have a low balance. To check eligibility and take advance talktime, Call 52141 or Click http://www.airtel.in/app to recharge."
Network, "Your Airtel Happy Hours (3AM-5AM) usage is 2.34 MB,3G data. FREE 3G Cashback of 1.17 MB for 3 days credited to your account. For balance,dial *121*2."
Network, "Your Airtel Happy Hours (3AM-5AM) usage is 0.64 MB,3G data. FREE 3G Cashback of 0.32 MB for 7 days credited to your account. For balance,dial *121*2."
Network, "Your Airtel Happy Hours (3AM-5AM) usage is 0.54 MB,3G data. FREE 3G Cashback of 0.27 MB for 8 days credited to your account. For balance,dial *121*2."
Network, "Your Airtel Happy Hours (3AM-5AM) usage is 0.5 MB,3G data. FREE 3G Cashback of 0.25 MB for 9 days credited to your account. For balance,dial *121*2."
Network, "Your Airtel Happy Hours (3AM-5AM) usage is 0.6 MB,3G data. FREE 3G Cashback of 0.3 MB for 7 days credited to your account. For balance,dial *121*2."
Network, "You have used 0.7 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.35 MB 3G data for 8 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.5 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.25 MB 3G data for 9 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 1.34 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.67 MB 3G data for 10 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.6 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.3 MB 3G data for 14 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.74 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.37 MB 3G data for 15 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.24 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.12 MB 3G data for 17 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 1.14 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.57 MB 3G data for 18 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.8 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.4 MB 3G data for 19 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 1.2 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.6 MB 3G data for 20 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 1.94 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.97 MB 3G data for 22 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.54 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.27 MB 3G data for 23 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.74 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.37 MB 3G data for 24 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.54 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.27 MB 3G data for 25 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.5 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.25 MB 3G data for 26 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 1.4 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.7 MB 3G data for 8 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.44 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.22 MB 3G data for 9 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.7 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.35 MB 3G data for 10 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.04 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.02 MB 3G data for 12 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.8 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.4 MB 3G data for 13 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.5 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.25 MB 3G data for 17 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.6 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.3 MB 3G data for 18 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.04 MB 2G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.02 MB 2G data for 2 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.84 MB 2G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.42 MB 2G data for 3 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 1.34 MB 2G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.67 MB 2G data for 4 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.64 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.32 MB 3G data for 10 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.54 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.27 MB 3G data for 13 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.94 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.47 MB 3G data for 17 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.5 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.25 MB 3G data for 19 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.2 MB 3G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.1 MB 3G data for 20 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.4 MB 2G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.2 MB 2G data for 16 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.04 MB 2G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.02 MB 2G data for 18 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.9 MB 2G data during Airtel Happy Hours (3AM-5AM). FREE Cashback of 0.45 MB 2G data for 19 days has been credited to your account.For balance,dial *121*2#."
Network, "You have used 0.5 MB 2G data during airtel happy hours (3AM-5AM). FREE Cashback of 0.25 MB 2G data for 21 days has been credited to your account.For balance,dial *123*82#."
Network, "You have used 0.84 MB 2G data during airtel happy hours (3AM-5AM). FREE Cashback of 0.42 MB 2G data for 23 days has been credited to your account.For balance,dial *123*82#."
Network, "Welcome to My Airtel Family! Now you can share your 3G/4G internet pack with your family & friends. To add: 1. SMS ADD <10 digit mobile no> to 121 OR 2. Click http://airtel.in/family  "
Network, Your prepaid balance is low.Call 52141 for advance Talktime or Click http://www.airtellive.com/129store?src=sms (FREE) to buy packs through advance talktime.
Network, You used 2.1 MB 3G data b/w 12-6AM. FREE Cashback of 1.05 MB 3G data for 7 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, "ALERT! FREE 50% Night Cashback EXPIRES Today. Extend for 90 days for FREE, give missed call to 55555"
Network, You used 1.44 MB 3G data b/w 12-6AM. FREE Cashback of 0.72 MB 3G data for 8 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, "ALERT! FREE 50% Night Cashback EXPIRES in 1 day. Extend for 90 days for FREE, give missed call to 55555"
Network, You used 2.44 MB 3G data b/w 12-6AM. FREE Cashback of 1.22 MB 3G data for 9 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, "ALERT! FREE 50% Night Cashback EXPIRES in 2 day. Extend for 90 days for FREE, give missed call to 55555"
Network, You used 2.54 MB 3G data b/w 12-6AM. FREE Cashback of 1.27 MB 3G data for 10 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, "ALERT! FREE 50% Night Cashback EXPIRES in 3 day. Extend for 90 days for FREE, give missed call to 55555"
Network, You used 16.7 MB 3G data b/w 12-6AM. FREE Cashback of 8.35 MB 3G data for 11 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 1.44 MB 3G data b/w 12-6AM. FREE Cashback of 0.72 MB 3G data for 12 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 2.2 MB 3G data b/w 12-6AM. FREE Cashback of 1.1 MB 3G data for 13 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 14 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.34 MB 3G data b/w 12-6AM. FREE Cashback of 0.17 MB 3G data for 15 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 1.44 MB 3G data b/w 12-6AM. FREE Cashback of 0.72 MB 3G data for 16 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 17 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.24 MB 3G data b/w 12-6AM. FREE Cashback of 0.12 MB 3G data for 18 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.1 MB 3G data b/w 12-6AM. FREE Cashback of 0.05 MB 3G data for 20 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.24 MB 3G data b/w 12-6AM. FREE Cashback of 0.12 MB 3G data for 21 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, "You used 0.6 MB 3G data b/w 12-6AM. FREE Cashback of 0.3 MB 3G data for 4 days has been credited. For bal dial *123*11#.Check out trailer, songs of 'Ki & Ka' releasing this Friday on http://one.airtel.in/?src=9"
Network, "You used 0.3 MB 3G data b/w 12-6AM. FREE Cashback of 0.15 MB 3G data for 5 days has been credited. For bal dial *123*11#.Check out trailer, songs of 'Ki & Ka' releasing this Friday on http://one.airtel.in/?src=9"
Network, "You used 1.94 MB 3G data b/w 12-6AM. FREE Cashback of 0.97 MB 3G data for 6 days has been credited. For bal dial *123*11#.Check out trailer, songs of 'Ki & Ka' releasing this Friday on http://one.airtel.in/?src=9"
Network, "You used 2.04 MB 3G data b/w 12-6AM. FREE Cashback of 1.02 MB 3G data for 7 days has been credited. For bal dial *123*11#.Check out trailer, songs of 'Ki & Ka' releasing this Friday on http://one.airtel.in/?src=9"
Network, "You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 8 days has been credited. For bal dial *123*11#.Check out trailer, songs of 'Ki & Ka' releasing this Friday on http://one.airtel.in/?src=9"
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 9 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 1.8 MB 3G data b/w 12-6AM. FREE Cashback of 0.9 MB 3G data for 10 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.8 MB 3G data b/w 12-6AM. FREE Cashback of 0.4 MB 3G data for 11 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 2.8 MB 3G data b/w 12-6AM. FREE Cashback of 1.4 MB 3G data for 12 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 4.44 MB 3G data b/w 12-6AM. FREE Cashback of 2.22 MB 3G data for 13 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.34 MB 3G data b/w 12-6AM. FREE Cashback of 0.17 MB 3G data for 14 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 5.2 MB 3G data b/w 12-6AM. FREE Cashback of 2.6 MB 3G data for 15 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 16 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 2.3 MB 3G data b/w 12-6AM. FREE Cashback of 1.15 MB 3G data for 19 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 4.34 MB 3G data b/w 12-6AM. FREE Cashback of 2.17 MB 3G data for 20 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.14 MB 3G data b/w 12-6AM. FREE Cashback of 0.07 MB 3G data for 4 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.44 MB 3G data b/w 12-6AM. FREE Cashback of 0.22 MB 3G data for 5 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 7 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 8 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 67.9 MB 3G data b/w 12-6AM. FREE Cashback of 33.95 MB 3G data for 9 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 3.0 MB 3G data b/w 12-6AM. FREE Cashback of 1.5 MB 3G data for 10 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121.FREE 1.2GB DATA. Visit airtel.in/free
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 11 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.24 MB 3G data b/w 12-6AM. FREE Cashback of 0.12 MB 3G data for 12 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.3 MB 3G data b/w 12-6AM. FREE Cashback of 0.15 MB 3G data for 13 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 2.1 MB 3G data b/w 12-6AM. FREE Cashback of 1.05 MB 3G data for 14 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 7.34 MB 3G data b/w 12-6AM. FREE Cashback of 3.67 MB 3G data for 15 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.4 MB 3G data b/w 12-6AM. FREE Cashback of 0.2 MB 3G data for 16 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 4.1 MB 3G data b/w 12-6AM. FREE Cashback of 2.05 MB 3G data for 17 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.24 MB 3G data b/w 12-6AM. FREE Cashback of 0.62 MB 3G data for 19 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.52 MB 3G data for 14 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.2 MB 3G data b/w 12-6AM. FREE Cashback of 0.6 MB 3G data for 16 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.24 MB 3G data b/w 12-6AM. FREE Cashback of 0.62 MB 3G data for 17 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.84 MB 3G data b/w 12-6AM. FREE Cashback of 0.42 MB 3G data for 18 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.44 MB 3G data b/w 12-6AM. FREE Cashback of 0.72 MB 3G data for 19 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 20.3 MB 3G data b/w 12-6AM. FREE Cashback of 10.15 MB 3G data for 20 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 2.5 MB 3G data b/w 12-6AM. FREE Cashback of 1.25 MB 3G data for 9 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 10 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.44 MB 3G data b/w 12-6AM. FREE Cashback of 0.22 MB 3G data for 11 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 46.9 MB 3G data b/w 12-6AM. FREE Cashback of 23.45 MB 3G data for 13 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.1 MB 3G data b/w 12-6AM. FREE Cashback of 0.05 MB 3G data for 14 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, Your prepaid balance is low.Call 52141 for advance Talktime or Click http://www.airtellive.com/129store?src=sms (FREE) to buy packs through advance talktime.
Network, You used 11.1 MB 3G data b/w 12-6AM. FREE Cashback of 5.55 MB 3G data for 11 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 18.0 MB 3G data b/w 12-6AM. FREE Cashback of 9.0 MB 3G data for 12 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.4 MB 3G data b/w 12-6AM. FREE Cashback of 0.2 MB 3G data for 13 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.04 MB 3G data b/w 12-6AM. FREE Cashback of 0.02 MB 3G data for 14 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 27.84 MB 3G data b/w 12-6AM. FREE Cashback of 13.92 MB 3G data for 16 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 3.24 MB 3G data b/w 12-6AM. FREE Cashback of 1.62 MB 3G data for 17 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 0.5 MB 3G data b/w 12-6AM. FREE Cashback of 0.25 MB 3G data for 18 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 3.7 MB 3G data b/w 12-6AM. FREE Cashback of 1.85 MB 3G data for 19 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.3 MB 3G data b/w 12-6AM. FREE Cashback of 0.65 MB 3G data for 20 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.2 MB 3G data b/w 12-6AM. FREE Cashback of 0.6 MB 3G data for 11 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 9.4 MB 3G data b/w 12-6AM. FREE Cashback of 4.7 MB 3G data for 12 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 2.54 MB 3G data b/w 12-6AM. FREE Cashback of 1.27 MB 3G data for 13 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 1.54 MB 3G data b/w 12-6AM. FREE Cashback of 0.77 MB 3G data for 14 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, Your prepaid balance is low.Call 52141 for advance Talktime or Click http://www.airtellive.com/129store?src=sms (FREE) to buy packs through advance talktime.
Network, You used 11.14 MB 3G data b/w 12-6AM. FREE Cashback of 5.57 MB 3G data for 15 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, You used 16.84 MB 3G data b/w 12-6AM. FREE Cashback of 8.42 MB 3G data for 16 days has been credited. For bal dial *123*11#.Share 3G/4G data: SMS ADD <no> to 121
Network, Your prepaid balance is low.Call 52141 for advance Talktime or Click http://www.airtellive.com/129store?src=sms (FREE) to buy packs through advance talktime.
Network, Your prepaid balance is low.Call 52141 for advance Talktime or Click http://www.airtellive.com/129store?src=sms (FREE) to buy packs through advance talktime.
Network, Rs.12.50 has been deducted from your airtel a/c towards the advance talktime taken on 30-Sep-15. You can now take more talktime. Save 52141 take easy Talktime.
Network, Rs10 credited to your airtel a/c. Rs12.50 will be deducted anytime after 09:38 PM tomorrow. Reply with 1 to activate Auto Credit
Network, G-546305 is your Google verification code.
Network, Your Mobile no is verified for a/c ajeeshcareers@hotmail.c. Now search jobs anytime from your mobile. Visit http://m.naukri.com from your mobile
Network, G 2NH3 Welcome to Naukri.com.Verify your mobile number now to let recruiters contact you and get job offers on phone.To verify just fwd this SMS to 5607055 
Network, "Ajeesh, your friend Ajith shared a link. See it at https://fb.com/l/9qj2xy3j0z2AHk"
Network, "402334 Use this code for Microsoft verification"
Network, Your unique verification code for Olacabs is 4478. Thank you.
Network, Your LinkedIn verification code is 884643.
Network, "WhatsApp code 444-010. You can also tap on this link to verify your phone: v.whatsapp.com/444010"
Network, "You're receiving Facebook notifications to help you stay connected with friends. Reply ""stop"" to turn them off."
Network, "Ajeesh, your friend Anish commented on a post: ""Happy onam.."" See the rest at https://fb.com/l/8J7yV0zKW7xi6o"
Network, "Ajeesh, you have 4 group updates and 3 likes on a post you were tagged in on Facebook: https://fb.com/l/8wfPhvSfgX1SfC"
Network, "Prabagaran G has added you to the group GREAT  MCA 2013 on hike. Download and open hike to start chatting with them http://hike.in Sent free from hike. Group chat with PremaM, Sadhu1, ManiM, PG, SivaM, Kiri1 & VinothM. Reply at Standard SMS rates."
Network, "Thanks! Booking TFS-PP-C57395615 confirmed for Feb. 10, 2016, 2:10 p.m.. Driver: JOJI K- 8122012152 (Hatchback, TN18H1984). Fare:Rs.59.00(3km)+Rs8.00/extra km+Rs.1.50/Min..  Toll,prkg,tax extra. Track taxi:  Track : http://tfs.my/EYHC8Q .   service tax extra. "
Network, "Welcome to Andhra Pradesh on Airtel-India's First Open Network. Visit airtel.in/openNetwork to check Network coverage.  Data rates same as your home Network. To avail free incoming on roaming,dial *121*14#."
Network, "Ajeesh, you have 2 pokes and 1 like on a post you were tagged in on Facebook: https://fb.com/l/1K2B3RXEgxpdw0Q "
Network, There are 9 people you may know on Facebook. Send them friend requests: https://fb.com/l/26aV9VRjijL4Bc6 
Network, "Ajeesh, you have 2 pokes and 2 messages on Facebook: https://fb.com/l/arsjlbaYODjJ7i "
Network, "Ajeesh, you have 2 pokes and 2 messages on Facebook: https://fb.com/l/1G6CLdP618k1Vsu "
Network, "Ajeesh, you have 3 messages and 2 pokes on Facebook: https://fb.com/l/1KaEH4XaE29djpm "
Network, "airtel money payment to 9994429844 successful! Amt: Rs.265, TxnID: 680571768, Date: 22/09/16 10:40, Bal: Rs.0 . View exciting offers on app. bit.ly/2aFrOnA"
Network, "airtel money top up successful. Amt: Rs. 255.0, one-time processing fee:Rs. 0.0, Txn ID: 680571750, Date: 22/09/16 10:40, Bal: Rs.265"
Network, "airtel money update: Cash back for Rs.10 credited in your a/c for You have been gifted Rs.10 (validity - 10 days) in your Airtel Money a/c. Use it to recharge phone DTH.. TXN ID: 675622562,Date: 2016-09-11 08:06:48,Bal: Rs.10.0"
Network, "Recharge done on 01-Jun-17 03:28 PM,MRP:Rs193.00,PF:166.83,STax:Rs25.17,Talktime:Rs1.00,Balance:Rs117.83,TransID:808227063,Benefit:1.5 GB 4G per 3G per 2G Data, valid for 28 days has been credited with 1.5GB Happy Hours night data 3AM to 5AM. To check data balance, dial *121*51#"
Network, "Recharge done on 23-Apr-17 11:32 AM,MRP:Rs200.00,PF:-46.09,Revised STax:Rs26.09,Talktime:Rs220.00,Balance:Rs224.23,TransID:744730459"
Network, "Recharge done on 12-Apr-17 08:41 PM,MRP:Rs110.00,PF:-14.35,STax:Rs14.35,Talktime:Rs110.00,Balance:Rs120.53,TransID:725411405,Benefit:"
Network, "Recharge done on 06-Apr-17 01:24 PM,MRP:Rs184.00,PF:160.00,STax:Rs24.00,Talktime:Rs0.00,Balance:Rs61.01,TransID:170406786683,Benefit:Local A2A Calls at 10p per m and Local Other mobile calls at30p per m; Val;84 Days"
Network, "Recharge done on 01-Apr-17 03:59 PM,MRP:Rs100.00,PF:-23.04,Revised STax:Rs13.04,Talktime:Rs110.00,Balance:Rs116.84,TransID:703764635"
Network, "Recharge done on 01-Apr-17 03:57 PM,MRP:Rs147.00,PF:126.83,STax:Rs19.17,Talktime:Rs1.00,Balance:Rs6.84,TransID:703761093,Benefit:350MB 4G or 3G or 2G for 28 Days"
Network, "Recharge done on 25-Mar-17 10:11 AM,MRP:Rs110.00,PF:-14.35,STax:Rs14.35,Talktime:Rs110.00,Balance:Rs112.84,TransID:689245237,Benefit:"
Network, "Recharge done on 05-Mar-17 11:28 AM,MRP:Rs264.00,PF:228.57,Revised STax:Rs34.43,Talktime:Rs1.00,Balance:Rs183.44,TransID:422712,Benefit:-1020MB 3G data for 28 days."
Network, "Recharge done on 28-Feb-17 11:36 PM,MRP:Rs200.00,PF:-46.09,Revised STax:Rs26.09,Talktime:Rs220.00,Balance:Rs221.14,TransID:17022891150"
Network, "Recharge done on 09-Feb-17 05:18 PM,MRP:Rs110.00,PF:-14.35,STax:Rs14.35,Talktime:Rs110.00,Balance:Rs122.69,TransID:506100809,Benefit:"
Network, "Recharge done on 09-Feb-17 01:49 PM,MRP:Rs134.00,PF:116.52,STax:Rs17.48,Talktime:Rs0.00,Balance:Rs12.89,TransID:170209103113,Benefit:Local A2A Calls at 10p per m and Local Other mobile calls at30p per m; Val;56 Days"
Network, "Recharge done on 27-Jan-17 06:05 AM,MRP:Rs265.00,PF:229.43,STax:Rs34.57,Talktime:Rs1.00,Balance:Rs206.09,TransID:577535295,Benefit:1.5GB 3g or 4g Data, 28 days"
Network, "Recharge done on 26-Jan-17 09:47 AM,MRP:Rs200.00,PF:-46.09,Revised STax:Rs26.09,Talktime:Rs220.00,Balance:Rs220.01,TransID:576264845"
